,allInPings,assistMePings,assists,baitPings,baronKills,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodKill,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
54,0.0,31.0,55,3.0,0,0,69604,14.8,18.0,23,12819.0,35717,12819,112739,0.0,45,10,3,1,18.0,3.0,False,True,7.0,61702,60235,2.0,0,0.0,10.0,116,12,42,0,11,7,620.0,224321,57430,37205,0.0,127,0,5.0,0.0,0,35.0,0,385893,52188,125256,3.0,0,0,250.4,93,2045.0,0.0,663645,111220,8224,171532,0.0,38102,356,529,999,1461,7,0,53430,1598,9066,4,7.0,55.0,0,0.0,149,10,11,68,False
55,5.0,5.0,56,0.0,2,14,81408,16.2,4.0,11,22212.0,119111,22212,142408,0.0,42,4,5,4,3.0,6.0,True,False,7.0,71568,62750,0.0,2,3.0,0.0,102,5,45,1932,19,9,486.4,165449,35031,60919,1.0,140,1,0.0,3.0,0,54.0,0,536578,96941,81340,0.0,0,0,221.6,117,2045.0,0.0,766604,141043,0,143860,0.0,41918,501,553,2451,1251,6,1,64573,9067,1598,11,18.0,20.0,0,0.0,179,4,18,72,True
56,0.0,0.0,38,0.0,0,0,54187,13.2,0.0,17,5901.0,26557,5901,73409,0.0,34,6,2,1,0.0,0.0,True,False,0.0,45496,45710,0.0,0,0.0,5.0,100,8,30,1562,13,7,549.4,95340,35752,52549,0.0,117,0,5.0,0.0,0,0.0,0,289864,40110,56405,0.0,0,0,240.6,92,1630.0,0.0,430149,83228,1577,112083,0.0,18960,632,369,683,1014,7,0,44941,7363,3125,2,2.0,35.0,0,0.0,109,8,7,53,False
57,0.0,0.0,51,0.0,0,5,57754,13.6,0.0,14,13905.0,51175,13905,63120,0.0,32,7,6,2,0.0,0.0,False,True,0.0,51601,46250,0.0,1,4.0,0.0,89,11,34,883,14,10,491.8,246952,51600,38906,0.0,126,1,0.0,2.0,0,0.0,0,180647,34826,67411,0.0,0,0,180.4,77,1630.0,0.0,473685,89554,721,113683,0.0,41396,5194,418,928,947,9,0,46083,3127,7359,7,16.0,10.0,0,0.0,95,8,11,47,True
58,3.0,37.0,22,2.0,0,0,59526,14.0,7.0,13,11964.0,27778,11964,89964,0.0,46,4,1,0,34.0,0.0,True,False,14.0,52824,50570,2.0,0,0.0,5.0,98,3,20,571,6,5,772.4,115413,24381,26260,0.0,87,0,5.0,0.0,0,28.0,0,391655,60668,76063,0.0,0,0,274.2,134,1857.0,0.0,557327,89868,0,113006,0.0,13358,67,555,952,1413,6,0,50255,4816,10674,5,5.0,45.0,0,0.0,95,4,5,52,False
59,4.0,50.0,74,3.0,0,19,77186,16.0,73.0,8,19826.0,87570,19826,134138,0.0,20,5,8,5,32.0,4.0,False,False,3.0,65173,56858,1.0,1,3.0,0.0,89,10,46,27,27,11,785.0,181480,25244,27411,0.0,209,1,0.0,4.0,0,46.0,0,446422,58588,105033,2.0,0,0,135.8,252,1857.0,0.0,714267,94510,1643,138263,0.0,52240,10579,532,1714,583,9,5,86360,10674,5815,9,15.0,25.0,0,0.0,114,5,14,46,True
60,0.0,0.0,0,0.0,0,0,0,1.0,0.0,5,0.0,0,0,273,0.0,1,0,0,0,1.0,0.0,False,False,4.0,2500,1500,0.0,0,0.0,0.0,8,0,0,0,0,0,10.6,8,8,286,0.0,0,0,0.0,0.0,0,0.0,0,483,176,572,0.0,0,0,258.8,0,105.0,0.0,491,184,0,859,0.0,84,0,0,10,6,2,0,0,0,0,0,0.0,0.0,0,0.0,1,0,0,2,False
61,0.0,5.0,2,0.0,0,1,27,1.0,5.0,6,0.0,0,0,158,0.0,0,0,0,0,0.0,0.0,True,False,0.0,3105,2450,2.0,0,0.0,0.0,12,0,1,0,0,1,0.0,656,286,8,0.0,0,0,0.0,0.0,0,6.0,0,2173,538,539,0.0,0,0,259.6,1,105.0,0.0,3005,825,0,547,0.0,144,0,0,1,0,1,0,175,0,0,0,0.0,0.0,0,0.0,0,0,0,2,True
62,4.0,51.0,46,11.0,1,3,104477,17.8,108.0,44,11615.0,44448,11615,242152,0.0,65,19,1,1,193.0,10.0,True,True,18.0,87386,91898,9.0,0,0.0,5.0,175,12,52,3746,13,6,567.0,162348,36109,104626,0.0,246,0,5.0,0.0,1,55.0,0,852542,121140,108865,1.0,0,0,329.2,201,2758.0,0.0,1115803,175645,2022,234691,0.0,37316,1434,760,2031,2576,12,0,100907,18392,21194,5,5.0,45.0,0,0.0,237,20,11,124,False
63,2.0,22.0,78,1.0,1,5,123695,18.0,52.0,20,22675.0,126607,22675,194751,0.0,52,5,4,6,43.0,13.0,False,False,17.0,95089,88975,0.0,1,2.0,0.0,127,18,65,2886,19,7,579.2,553118,100795,39347,1.0,214,1,0.0,2.0,0,45.0,0,511058,72279,155069,2.0,0,0,159.2,156,2758.0,0.0,1198318,194272,600,212811,0.0,55687,581,832,2046,2046,7,0,134142,21195,18391,9,14.0,25.0,0,1.0,213,5,31,66,True
64,1.0,5.0,19,0.0,0,23,33041,9.8,6.0,14,10977.0,33601,10977,21125,0.0,1,4,1,2,11.0,5.0,True,True,1.0,32768,27410,0.0,0,0.0,0.0,61,4,23,758,22,7,29.6,84757,13516,5239,0.0,88,0,0.0,0.0,0,34.0,0,152837,20623,26317,1.0,0,0,189.4,35,928.0,0.0,268235,35066,0,33795,0.0,5735,138,313,544,6,6,1,30638,925,2233,4,6.0,0.0,0,0.0,50,4,0,30,True
65,2.0,1.0,0,1.0,0,0,22836,7.8,1.0,10,2765.0,4345,2765,21639,0.0,23,0,0,0,1.0,0.0,False,False,8.0,18653,15790,0.0,0,0.0,0.0,41,0,1,212,0,1,483.2,53208,4689,14422,0.0,32,0,0.0,0.0,0,2.0,0,86995,11534,27376,0.0,0,0,105.2,36,928.0,0.0,161692,18459,0,42726,0.0,1998,0,253,255,407,4,0,21486,2234,924,0,0.0,20.0,0,0.0,27,0,1,17,False
66,0.0,0.0,10,0.0,0,0,39357,11.0,0.0,17,1782.0,15749,1782,61459,0.0,33,7,0,1,0.0,0.0,False,False,0.0,31112,28475,0.0,0,0.0,10.0,68,2,11,1235,4,4,418.0,43302,7781,32536,0.0,83,0,5.0,0.0,0,0.0,0,239867,31448,46282,0.0,0,0,179.4,87,1333.0,0.0,310964,39418,288,81398,0.0,13339,998,302,1012,756,9,0,27794,186,2574,0,0.0,45.0,0,0.0,60,9,1,35,False
67,0.0,0.0,34,0.0,0,12,50337,12.6,0.0,13,17573.0,54512,17573,44568,0.0,11,0,2,2,0.0,0.0,True,True,0.0,46476,39560,0.0,2,3.0,0.0,68,6,33,425,23,7,413.2,148703,31581,8951,0.0,133,1,0.0,4.0,0,0.0,0,235178,29338,56933,0.0,0,0,224.6,75,1333.0,0.0,418216,63500,240,66072,0.0,18948,225,389,644,261,7,0,34331,2575,186,8,13.0,0.0,0,0.0,53,0,5,25,True
68,0.0,0.0,0,0.0,0,0,3200,2.6,0.0,8,0.0,0,0,1534,0.0,0,0,0,0,0.0,0.0,False,False,0.0,4034,2000,0.0,0,0.0,0.0,16,0,0,0,0,0,0.0,6178,327,939,0.0,12,0,0.0,0.0,0,0.0,0,9855,1315,2453,0.0,0,0,127.4,2,193.0,0.0,19890,1778,0,3403,0.0,576,0,24,34,0,3,0,3855,134,10,0,0.0,0.0,0,0.0,1,0,0,1,False
69,0.0,0.0,0,0.0,0,0,3234,2.6,0.0,9,262.0,859,262,1726,0.0,0,0,0,0,0.0,0.0,False,False,0.0,4293,2650,0.0,0,0.0,0.0,18,0,0,0,0,0,0.0,4502,494,327,0.0,12,0,0.0,0.0,0,0.0,0,13510,1103,3845,0.0,0,0,110.4,5,193.0,0.0,19753,1607,0,4308,0.0,1674,0,30,147,0,4,0,1739,10,134,0,0.0,0.0,0,0.0,0,0,0,0,True
70,3.0,9.0,20,2.0,0,0,41483,10.8,5.0,7,1688.0,13732,1688,58465,0.0,35,1,3,1,10.0,1.0,False,False,6.0,38136,34810,0.0,0,0.0,10.0,71,6,21,327,9,8,387.0,149679,31458,25694,2.0,76,0,0.0,0.0,0,18.0,0,117010,21538,52455,0.0,0,0,128.6,76,1496.0,0.0,304792,55382,623,89299,0.0,6747,769,293,1166,722,9,1,38100,2383,11146,0,0.0,45.0,0,1.0,59,1,4,25,False
71,3.0,0.0,45,3.0,0,2,48151,12.2,38.0,14,17531.0,49929,17531,60924,0.0,21,7,6,1,15.0,47.0,True,True,4.0,51893,46530,1.0,2,6.0,0.0,95,8,35,637,20,8,679.2,170397,23759,33947,2.0,148,0,0.0,0.0,0,25.0,0,210785,40518,64758,0.0,0,0,176.2,97,1496.0,0.0,457863,75427,0,101091,0.0,14690,0,391,1011,622,5,0,76676,11146,2382,8,16.0,0.0,0,0.0,107,7,4,36,True
72,0.0,0.0,33,0.0,0,1,70747,15.0,0.0,17,7593.0,18338,7593,129544,0.0,47,10,3,1,0.0,0.0,False,False,0.0,55719,51875,0.0,0,0.0,20.0,114,5,19,364,9,7,567.8,241783,34126,84122,0.0,85,0,5.0,0.0,1,0.0,0,365281,43738,67692,0.0,0,0,201.6,136,2015.0,0.0,650206,81339,851,154996,0.0,17951,909,679,1476,1432,10,0,43137,3470,3177,2,2.0,55.0,0,0.0,117,11,11,57,False
73,0.0,0.0,65,0.0,1,2,77529,16.0,0.0,33,21225.0,84160,21225,107647,0.0,19,10,7,4,0.0,0.0,True,True,0.0,64993,60860,0.0,4,8.0,0.0,131,8,47,483,32,9,920.4,379204,82891,36733,0.0,212,1,0.0,3.0,0,0.0,0,268347,37416,73238,0.0,0,0,124.6,182,2015.0,0.0,701679,123490,0,113445,0.0,27043,1009,524,1972,676,7,1,54124,3178,3469,9,16.0,10.0,0,0.0,160,10,16,62,True
74,0.0,0.0,0,0.0,0,0,1087,1.2,0.0,3,0.0,0,0,404,0.0,0,0,0,0,2.0,0.0,False,False,3.0,3104,2000,0.0,0,0.0,0.0,10,0,0,0,0,0,0.0,533,132,213,0.0,0,0,0.0,0.0,0,1.0,0,4693,756,541,0.0,0,0,320.0,2,140.0,0.0,5353,889,0,754,0.0,23,0,15,6,0,1,0,126,0,0,0,0.0,0.0,0,0.0,2,0,0,2,False
75,0.0,0.0,0,0.0,0,0,1526,1.6,0.0,8,0.0,0,0,1127,0.0,0,0,0,0,0.0,0.0,False,False,0.0,3278,2500,0.0,0,0.0,0.0,18,0,0,0,0,0,0.0,814,213,638,0.0,8,0,0.0,0.0,0,0.0,0,6538,452,1328,0.0,0,0,226.4,0,140.0,8.0,8606,665,0,1967,0.0,636,0,15,8,0,4,0,1253,0,0,0,0.0,0.0,0,0.0,0,0,0,0,True
76,0.0,3.0,27,0.0,0,3,41742,11.4,11.0,20,17416.0,44857,17416,42687,0.0,14,7,2,2,10.0,0.0,False,False,3.0,39378,33250,0.0,0,0.0,0.0,73,5,23,4889,17,6,796.0,32385,3427,40117,0.0,79,0,0.0,0.0,0,20.0,0,282842,43166,27653,1.0,0,0,181.6,54,1185.0,53.0,365565,48838,475,69039,2.0,26166,283,433,660,268,6,0,50334,2242,1266,5,14.0,10.0,0,0.0,48,10,4,28,True
77,1.0,3.0,6,1.0,0,0,37709,10.6,1.0,14,4057.0,21410,4057,45085,0.0,23,1,2,0,34.0,0.0,True,False,4.0,32263,27275,4.0,0,0.0,0.0,61,4,14,0,10,5,586.6,206503,39910,5806,0.0,85,0,0.0,0.0,0,1.0,0,47250,5097,57764,0.0,0,0,57.4,77,1185.0,61.0,289184,46277,0,65815,8.0,10365,0,308,1059,513,1,0,35427,1266,2241,2,2.0,25.0,0,0.0,59,1,3,33,False
78,1.0,0.0,80,0.0,1,10,97652,17.6,57.0,39,22962.0,104149,22962,115533,0.0,28,22,8,5,10.0,1.0,True,True,6.0,76427,64845,0.0,2,6.0,0.0,138,12,53,2145,21,10,924.6,374732,63438,47034,0.0,166,1,0.0,2.0,0,7.0,0,396924,72627,94591,0.0,0,0,230.8,190,2187.0,0.0,895508,146938,2340,153885,0.0,51139,1045,661,1084,1098,8,2,123848,10868,12254,9,12.0,30.0,0,0.0,223,23,19,105,True
79,0.0,10.0,43,1.0,1,0,78385,16.0,5.0,19,15250.0,63666,15250,181704,0.0,54,7,1,0,15.0,6.0,False,False,1.0,70198,67375,1.0,0,0.0,10.0,102,5,28,2665,11,5,603.6,154917,44477,67344,0.0,134,0,5.0,0.0,0,23.0,0,701219,59240,98359,1.0,0,0,197.0,110,2187.0,0.0,958713,115974,0,176667,0.0,34449,1030,757,2241,2069,7,0,102575,12256,10960,6,6.0,50.0,0,0.0,176,7,24,64,False
80,1.0,10.0,53,0.0,1,8,64677,14.2,4.0,12,23627.0,85728,23627,88477,0.0,13,1,4,4,7.0,0.0,True,True,0.0,56897,47810,1.0,4,8.0,0.0,77,10,45,1542,25,9,974.4,125314,42693,29831,0.0,168,1,0.0,3.0,0,40.0,0,388760,56310,47135,0.0,0,0,367.2,123,1600.0,0.0,574965,103790,2348,83151,0.0,16545,348,418,870,446,8,1,60887,4783,6180,11,17.0,0.0,0,0.0,53,1,1,23,True
81,1.0,2.0,24,1.0,0,0,52523,12.8,34.0,8,1008.0,1915,1008,85843,0.0,45,0,1,0,31.0,0.0,False,False,0.0,39650,37260,0.0,0,0.0,25.0,77,3,13,424,7,6,589.2,149799,27686,43975,0.0,40,0,5.0,0.0,0,13.0,0,175887,20964,79153,0.0,0,0,94.4,66,1600.0,0.0,345152,51803,2847,127915,0.0,27293,13855,405,736,1106,12,0,19462,3146,4783,0,0.0,55.0,0,0.0,54,0,3,30,False
82,0.0,11.0,64,0.0,1,0,100824,18.0,27.0,18,22493.0,99042,22493,166469,0.0,57,0,3,1,45.0,0.0,True,False,0.0,79693,82950,10.0,0,0.0,15.0,129,8,40,1419,13,7,670.0,442673,111768,89039,0.0,171,0,5.0,0.0,0,27.0,0,438253,65235,107277,1.0,0,0,79.6,218,2710.0,0.0,1088423,208992,14817,205285,0.0,62908,1425,724,1636,2165,11,1,207495,31984,8967,8,8.0,50.0,0,0.0,157,8,11,0,False
83,5.0,128.0,85,7.0,1,5,110906,17.8,26.0,33,10784.0,114418,10784,302877,0.0,41,0,6,5,39.0,1.0,False,True,21.0,83828,76410,0.0,2,3.0,0.0,147,12,56,2179,26,8,770.0,409663,86461,114940,0.0,170,1,0.0,1.0,0,102.0,0,510529,67392,106359,7.0,0,0,116.8,192,2710.0,0.0,988753,162824,9604,253783,0.0,114842,19404,659,2924,1556,10,0,68557,8966,32481,6,8.0,40.0,0,0.0,219,7,17,0,True
84,2.0,38.0,55,2.0,1,8,102429,17.2,49.0,15,19586.0,117510,19586,175054,0.0,31,6,5,5,51.0,2.0,False,False,28.0,81628,70810,1.0,3,6.0,5.0,111,16,46,988,14,9,816.8,352351,88962,85564,0.0,215,1,0.0,4.0,0,62.0,0,628797,88034,97491,4.0,0,0,157.8,200,2577.0,0.0,1091136,191048,0,191896,0.0,52140,0,727,1712,1222,5,1,109983,14048,8838,8,12.0,40.0,0,0.0,191,6,6,66,True
85,4.0,44.0,60,3.0,1,0,96707,17.2,17.0,8,16933.0,54465,16933,255911,0.0,46,1,4,1,51.0,2.0,True,False,15.0,76197,71625,5.0,1,3.0,20.0,106,8,31,755,14,7,553.8,483606,83721,92306,0.0,151,0,5.0,0.0,0,45.0,0,376146,46223,118053,2.0,0,0,155.6,147,2577.0,0.0,950876,138787,1157,224412,0.0,65383,22041,803,3201,1595,9,0,91123,8839,14047,7,16.0,50.0,0,0.0,117,2,6,55,False
86,1.0,1.0,30,0.0,0,9,57496,13.4,62.0,23,14812.0,55184,14812,60252,0.0,16,4,1,2,17.0,4.0,True,False,2.0,48137,41983,0.0,1,4.0,0.0,90,7,28,221,14,6,664.8,187084,25849,31329,0.0,138,1,0.0,5.0,0,23.0,0,251334,27298,48868,1.0,0,0,146.2,80,1538.0,99.0,519374,61259,300,82687,6.0,22427,355,487,910,501,6,0,80950,8107,2485,8,17.0,15.0,0,0.0,78,7,5,36,True
87,0.0,21.0,8,6.0,0,3,53833,13.0,14.0,17,9157.0,23258,9157,47973,0.0,28,6,2,1,40.0,0.0,False,True,12.0,42616,41150,5.0,0,0.0,5.0,83,4,16,832,7,7,717.6,142803,29049,28051,0.0,126,0,5.0,0.0,1,17.0,0,286444,23909,48150,2.0,0,0,190.4,98,1538.0,101.0,478045,55448,128,84314,0.0,21227,94,462,873,706,6,0,48797,2487,8107,3,4.0,40.0,0,0.0,93,8,7,39,False
88,1.0,5.0,33,0.0,0,7,40705,11.0,32.0,23,12385.0,40196,12385,44483,0.0,16,5,4,2,20.0,3.0,False,True,5.0,38445,32835,4.0,0,0.0,0.0,80,7,28,737,14,9,599.6,76421,19080,19318,2.0,88,0,0.0,0.0,0,17.0,0,224170,30918,44298,0.0,1,0,123.2,98,1300.0,0.0,335332,56665,1264,68071,0.0,23058,230,352,502,375,7,1,34737,6665,4450,3,8.0,0.0,0,1.0,82,6,4,37,True
89,1.0,14.0,22,0.0,0,0,35356,10.2,14.0,8,3268.0,8463,3268,46971,0.0,28,1,1,0,34.0,1.0,True,False,8.0,34433,32850,1.0,0,0.0,0.0,65,4,16,590,8,5,429.6,54824,18276,19662,0.0,82,0,0.0,0.0,1,34.0,0,192961,23097,45119,0.0,0,0,142.6,82,1300.0,0.0,272036,45117,621,71450,0.0,9662,998,324,561,592,11,0,24248,3741,6663,0,0.0,15.0,0,0.0,56,1,6,25,False
90,0.0,9.0,52,0.0,0,5,85854,16.6,39.0,17,15268.0,86317,15268,164731,0.0,39,6,1,3,23.0,7.0,False,False,1.0,68411,64088,2.0,0,0.0,15.0,105,6,31,1482,10,6,685.6,485467,73770,59466,1.0,243,0,5.0,0.0,0,36.0,0,421085,51263,76446,0.0,0,0,207.8,170,2280.0,0.0,999835,130118,0,144326,0.0,14943,220,650,2040,1419,6,0,93280,5082,8410,6,10.0,50.0,0,0.0,170,7,29,57,False
91,3.0,39.0,59,1.0,2,0,85570,16.8,33.0,61,19888.0,87590,19888,185276,0.0,31,12,4,3,38.0,3.0,True,True,18.0,71413,67270,1.0,3,8.0,0.0,154,12,39,900,14,7,676.6,365669,58318,76847,0.0,167,1,0.0,2.0,1,73.0,0,352695,50998,83181,5.0,0,0,308.8,158,2280.0,0.0,825563,117732,10545,165114,0.0,22409,843,642,1385,1152,8,0,107194,8411,5083,8,14.0,30.0,0,0.0,217,16,16,97,True
92,0.0,0.0,18,0.0,0,2,66846,14.4,0.0,20,13335.0,45043,13335,95909,0.0,43,3,3,1,0.0,0.0,True,True,0.0,55742,57150,0.0,0,0.0,15.0,102,6,30,3005,15,6,699.2,164308,30464,36461,0.0,159,0,5.0,0.0,0,0.0,0,394329,61985,80633,0.0,0,0,102.4,111,1898.0,0.0,599577,97664,0,124875,0.0,18063,0,536,1358,1331,4,0,40937,5211,7776,5,7.0,55.0,0,0.0,134,3,12,62,False
93,0.0,0.0,47,0.0,1,3,83341,16.4,0.0,20,22757.0,97993,22757,124158,0.0,30,4,5,4,0.0,0.0,False,False,0.0,69045,57780,0.0,3,5.0,0.0,118,7,43,1528,22,8,783.2,189141,33970,34219,0.0,168,1,0.0,2.0,0,0.0,0,535775,55722,97400,0.0,0,0,189.6,87,1898.0,0.0,797111,97471,1400,136831,0.0,37209,426,621,1186,781,6,0,72190,7776,5210,11,16.0,25.0,0,0.0,123,4,9,59,True
94,8.0,53.0,58,1.0,1,22,95058,17.4,11.0,50,24299.0,112955,24299,156882,0.0,24,10,1,5,45.0,6.0,True,True,7.0,74691,68275,2.0,3,13.0,0.0,148,7,47,1030,27,6,506.0,275013,50121,97935,0.0,222,1,0.0,4.0,0,10.0,0,532303,64336,76453,1.0,0,0,341.4,121,2279.0,138.0,902530,128179,12400,181247,11.0,82784,7156,648,1084,850,12,0,95208,13716,6853,10,18.0,25.0,0,0.0,159,13,17,52,True
95,3.0,10.0,20,1.0,0,0,78662,15.6,68.0,7,13845.0,19683,13845,135546,0.0,47,1,2,0,44.0,0.0,False,False,3.0,64467,62225,1.0,0,0.0,20.0,102,6,24,535,8,6,606.8,527155,95191,53630,0.0,138,0,5.0,0.0,0,38.0,0,308066,38462,96463,1.0,0,0,500.6,193,2279.0,126.0,891379,140511,930,164343,0.0,35941,300,833,2153,1532,7,0,56153,6854,14246,5,7.0,50.0,0,0.0,131,1,7,80,False
96,6.0,56.0,42,1.0,0,0,65787,14.4,62.0,17,10802.0,54939,10802,97983,0.0,47,7,3,3,27.0,0.0,True,False,32.0,60008,56175,10.0,0,0.0,10.0,101,8,37,992,19,8,534.8,218498,35244,33145,0.0,141,0,5.0,0.0,0,60.0,0,366369,59554,110144,1.0,0,0,352.8,144,2010.0,78.0,633572,97945,771,149744,16.0,41483,1137,538,863,1462,9,0,48701,3143,6449,4,7.0,55.0,0,0.0,109,9,9,51,False
97,5.0,22.0,55,2.0,1,9,83058,16.4,36.0,22,23092.0,86339,23092,118705,0.0,37,12,6,2,52.0,0.0,False,True,8.0,71085,62225,4.0,2,4.0,0.0,108,12,47,1606,12,6,461.2,225248,29991,38552,1.0,174,1,0.0,4.0,0,65.0,0,560287,86543,93014,3.0,0,0,83.0,150,2010.0,110.0,849492,122832,1540,134712,30.0,39978,1230,578,835,1087,9,0,63953,6294,3142,11,20.0,20.0,0,0.0,121,20,7,64,True
98,1.0,24.0,34,0.0,0,1,86859,16.6,31.0,19,16048.0,47561,16048,90563,0.0,56,2,3,1,41.0,0.0,True,False,49.0,71826,66860,4.0,1,1.0,15.0,106,7,34,1370,10,7,645.0,448655,102375,96720,0.0,114,0,5.0,0.0,0,10.0,0,354968,33863,72143,3.0,0,0,186.4,98,2511.0,0.0,917031,151399,0,177233,0.0,29797,509,753,995,2134,7,0,113405,15158,8365,5,8.0,55.0,0,0.0,163,2,13,76,False
99,11.0,32.0,41,4.0,1,11,111661,17.8,29.0,18,28257.0,116199,28257,177400,0.0,34,5,3,5,77.0,0.0,False,True,23.0,82953,73975,1.0,3,4.0,5.0,121,16,56,933,21,8,658.0,449227,95048,103697,0.0,195,1,0.0,3.0,0,96.0,0,604829,45570,72948,3.0,0,0,154.2,106,2511.0,0.0,1168009,148988,2976,191807,0.0,70160,730,785,1068,1229,7,0,113949,8366,15157,11,17.0,25.0,0,0.0,148,5,10,63,True
100,3.0,10.0,53,5.0,1,17,68095,15.0,7.0,13,28847.0,86826,28847,54460,0.0,11,5,3,4,12.0,2.0,True,False,10.0,56564,49310,7.0,1,2.0,0.0,88,10,47,1679,31,8,673.6,154202,41916,23380,2.0,144,1,0.0,5.0,0,55.0,0,305362,46026,69292,0.0,0,0,164.4,113,1654.0,0.0,594881,101392,0,94400,0.0,44604,755,414,825,378,7,1,135314,13446,1723,11,28.0,20.0,0,1.0,106,7,4,48,True
101,2.0,19.0,7,1.0,0,0,53007,13.0,16.0,12,16302.0,52415,16302,79939,0.0,47,2,0,0,54.0,0.0,False,False,1.0,43975,40253,3.0,0,0.0,5.0,86,1,10,352,2,4,443.8,129094,19993,43319,0.0,103,0,5.0,0.0,0,6.0,0,342981,26549,69849,0.0,0,0,151.0,57,1654.0,0.0,523389,48268,0,126620,0.0,16722,258,514,726,1270,5,0,51311,1723,13446,4,5.0,45.0,0,0.0,67,2,2,35,False
102,2.0,9.0,41,0.0,0,9,56799,13.2,19.0,15,15769.0,52242,15769,53581,0.0,20,6,5,2,23.0,21.0,True,False,2.0,51568,44450,2.0,1,2.0,0.0,93,8,35,1155,20,8,657.8,207080,34792,20928,0.0,118,0,0.0,0.0,0,29.0,0,224494,32636,56995,3.0,0,0,239.4,114,1615.0,0.0,476124,73305,0,82486,0.0,12412,254,457,949,537,6,0,44546,5873,4557,6,11.0,20.0,0,3.0,96,6,5,48,True
103,1.0,31.0,17,0.0,0,0,50590,12.6,18.0,17,10147.0,29684,10147,68937,0.0,35,5,0,1,22.0,0.0,False,True,9.0,46005,42400,0.0,0,0.0,5.0,90,4,20,686,9,3,479.8,95016,19829,37110,0.0,150,0,0.0,0.0,0,31.0,0,359495,35146,57256,2.0,0,0,300.0,83,1615.0,0.0,494854,59539,187,100242,0.0,14113,1606,432,764,774,11,0,40337,4559,5873,4,6.0,30.0,0,0.0,97,8,6,38,False
104,0.0,0.0,0,0.0,0,0,445,1.0,0.0,4,0.0,0,0,276,0.0,0,0,0,0,0.0,1.0,False,False,0.0,2608,1500,0.0,0,0.0,0.0,9,0,0,0,0,0,0.0,1602,0,53,0.0,2,0,0.0,0.0,0,0.0,0,1158,0,674,0.0,0,0,207.6,0,110.0,0.0,4810,0,0,727,0.0,286,0,3,24,0,1,0,2049,0,0,0,0.0,0.0,0,0.0,0,0,0,1,False
105,0.0,0.0,0,0.0,0,0,325,1.2,1.0,5,0.0,0,0,209,0.0,0,0,0,0,0.0,0.0,False,False,0.0,2595,2500,0.0,0,0.0,0.0,15,0,0,0,0,0,0.0,53,53,0,0.0,4,0,0.0,0.0,0,0.0,0,2404,213,575,0.0,0,0,388.4,0,110.0,0.0,3314,266,0,575,0.0,226,0,0,4,0,2,0,857,0,0,0,0.0,0.0,0,0.0,1,0,0,1,True
106,5.0,78.0,20,3.0,0,7,96399,16.8,74.0,29,22260.0,98122,22260,202521,0.0,49,0,2,3,87.0,5.0,True,True,21.0,73327,66250,3.0,3,5.0,0.0,132,13,45,1104,14,5,484.2,228128,34871,66566,0.0,166,1,0.0,3.0,0,20.0,0,712162,104707,117958,0.0,0,0,165.2,98,2344.0,0.0,1020166,143016,1064,197545,0.0,49316,318,738,4894,1788,9,0,79874,3436,13015,10,12.0,25.0,0,0.0,172,12,5,0,True
107,8.0,36.0,43,1.0,0,0,93137,17.0,81.0,13,14479.0,33076,14479,107830,0.0,45,0,5,2,52.0,9.0,False,False,15.0,70592,64325,12.0,0,0.0,15.0,108,10,49,2475,19,8,807.4,375917,62955,37377,1.0,180,0,5.0,0.0,1,89.0,0,493311,80526,136593,2.0,0,0,127.6,158,2344.0,0.0,949084,156324,0,177409,0.0,29584,730,730,2152,1674,8,1,79851,12839,3434,5,8.0,50.0,0,0.0,106,1,8,0,False
108,11.0,20.0,87,3.0,2,9,104067,17.4,45.0,41,25148.0,128857,25148,255516,0.0,38,11,8,3,56.0,16.0,True,True,18.0,83344,77975,4.0,3,7.0,0.0,144,14,54,1716,19,11,742.4,149147,26550,63878,0.0,279,1,0.0,3.0,0,101.0,0,795046,135467,122031,9.0,1,0,256.4,188,2487.0,0.0,1095639,180399,0,193570,0.0,58387,4402,620,3774,1452,11,1,151440,18378,7656,10,18.0,25.0,0,1.0,153,11,5,57,True
